Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,5m-frank-glb-5fx-od-white-mens-sneaker-b0dzqmsfz3,5M FRANK GLB 5FX OD_WHITE mens Sneaker,U.S POLO ASSN.,5M FRANK GLB 5FX OD_WHITE mens Sneaker by U.S POLO ASSN.. Category: Shoes. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B0DZQMSFZ3,published,https://m.media-amazon.com/images/I/41H6uVZwpaL._AC_UL320_.jpg,500,,,,,,,U.S POLO ASSN.,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HS0X5T8C05XMF52JZJZ2,TRUE,B0DZQMSFZ3,,5M FRANK GLB 5FX OD_WHITE mens Sneaker,B0DZQMSFZ3,B0DZQMSFZ3,FALSE,TRUE,500,,,,,,,U.S POLO ASSN.,104.08,113.13,Variant,Default,https://m.media-amazon.com/images/I/41H6uVZwpaL._AC_UL320_.jpg,
,melanite-slip-on-mens-shoes-b0c5j8kwnh,Melanite Slip On mens Shoes,PUMA,Melanite Slip On mens Shoes by PUMA. Category: Shoes. Rated 4.1 stars. Shop: https://www.amazon.ae/dp/B0C5J8KWNH,published,https://m.media-amazon.com/images/I/61hWZul1wiL._AC_UL320_.jpg,500,,,,,,,PUMA,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HFQC395C64ZWHBEYT03B,TRUE,B0C5J8KWNH,,Melanite Slip On mens Shoes,B0C5J8KWNH,B0C5J8KWNH,FALSE,TRUE,500,,,,,,,PUMA,95.39,103.68,Variant,Default,https://m.media-amazon.com/images/I/61hWZul1wiL._AC_UL320_.jpg,
,cozy-linen-indoor-slippers-breathable-and-comfortable-house-shoes-b0bxd1t2vt,Cozy Linen Indoor Slippers - Breathable and Comfortable House Shoes,AioTio,Cozy Linen Indoor Slippers - Breathable and Comfortable House Shoes by AioTio. Category: Shoes. Rated 4.3 stars. Shop: https://www.amazon.ae/dp/B0BXD1T2VT,published,https://m.media-amazon.com/images/I/61SWw5HzaBL._AC_UL320_.jpg,500,,,,,,,AioTio,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HS2REMHM5KR1Q75DFH0Z,TRUE,B0BXD1T2VT,,Cozy Linen Indoor Slippers - Breathable and Comfortable House Shoes,B0BXD1T2VT,B0BXD1T2VT,FALSE,TRUE,500,,,,,,,AioTio,25.29,27.49,Variant,Default,https://m.media-amazon.com/images/I/61SWw5HzaBL._AC_UL320_.jpg,
,safety-shoes-steel-toe-for-men-women-non-slip-work-shoes-rotating-laces-durable-steel-toe-sneakers-lightweight-composite-toe-shoes-b0dgcqgqf5,"Safety Shoes Steel Toe for Men Women, Non-Slip Work Shoes, Rotating Laces, Durable Steel Toe Sneakers, Lightweight Composite Toe shoes",LIWEGHT,"Safety Shoes Steel Toe for Men Women, Non-Slip Work Shoes, Rotating Laces, Durable Steel Toe Sneakers, Lightweight Composite Toe shoes by LIWEGHT. Category: Shoes. Rated 3.5 stars. Shop: https://www.amazon.ae/dp/B0DGCQGQF",published,https://m.media-amazon.com/images/I/71vzAKRMiQL._AC_UL320_.jpg,500,,,,,,,LIWEGHT,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HS4SBAWAGN6VD505F0MF,TRUE,B0DGCQGQF5,,"Safety Shoes Steel Toe for Men Women, Non-Slip Work Shoes, Rotating Laces, Durable Steel Toe Sneakers, Lightweight Composite Toe shoes",B0DGCQGQF5,B0DGCQGQF5,FALSE,TRUE,500,,,,,,,LIWEGHT,83.62,90.89,Variant,Default,https://m.media-amazon.com/images/I/71vzAKRMiQL._AC_UL320_.jpg,
,adilette-aqua-unisex-adult-sandals-b07k2mlc3l,Adilette Aqua unisex-adult Sandals,adidas,Adilette Aqua unisex-adult Sandals by adidas. Category: Shoes. Rated 3.9 stars. Shop: https://www.amazon.ae/dp/B07K2MLC3L,published,https://m.media-amazon.com/images/I/41tC3c-R3aL._AC_UL320_.jpg,500,,,,,,,adidas,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HEVEYTDX8GM0ND0V5ZMQ,TRUE,B07K2MLC3L,,Adilette Aqua unisex-adult Sandals,B07K2MLC3L,B07K2MLC3L,FALSE,TRUE,500,,,,,,,adidas,56.12,61.00,Variant,Default,https://m.media-amazon.com/images/I/41tC3c-R3aL._AC_UL320_.jpg,
,men-s-houston-sports-shoes-athst-2-b0cwp73x44,Men's Houston Sports Shoes (ATHST-2),ATHCO,Men's Houston Sports Shoes (ATHST-2) by ATHCO. Category: Shoes. Rated 3.9 stars. Shop: https://www.amazon.ae/dp/B0CWP73X44,published,https://m.media-amazon.com/images/I/71RT3cnoFQL._AC_UL320_.jpg,500,,,,,,,ATHCO,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HS6WTQAWHAN1KC2861CV,TRUE,B0CWP73X44,,Men's Houston Sports Shoes (ATHST-2),B0CWP73X44,B0CWP73X44,FALSE,TRUE,500,,,,,,,ATHCO,36.80,40.00,Variant,Default,https://m.media-amazon.com/images/I/71RT3cnoFQL._AC_UL320_.jpg,
,adilette-shower-slides-beach-pool-u-slipper-unisex-adult-slides-b09hzd4ths,Adilette Shower Slides Beach & Pool U Slipper unisex-adult Slides,adidas,Adilette Shower Slides Beach & Pool U Slipper unisex-adult Slides by adidas. Category: Shoes. Rated 4.0 stars. Shop: https://www.amazon.ae/dp/B09HZD4THS,published,https://m.media-amazon.com/images/I/41+m-t9gLPL._AC_UL320_.jpg,500,,,,,,,adidas,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HEVEYTDX8GM0ND0V5ZMQ,TRUE,B09HZD4THS,,Adilette Shower Slides Beach & Pool U Slipper unisex-adult Slides,B09HZD4THS,B09HZD4THS,FALSE,TRUE,500,,,,,,,adidas,62.56,68.00,Variant,Default,https://m.media-amazon.com/images/I/41+m-t9gLPL._AC_UL320_.jpg,
,men-s-lightweight-comfort-slides-double-buckle-slip-on-adjustable-eva-orthopedic-flat-sandals-b0c3mrx41p,Men’s Lightweight Comfort Slides Double Buckle Slip-on Adjustable EVA Orthopedic Flat Sandals,BEMGNAR,Men’s Lightweight Comfort Slides Double Buckle Slip-on Adjustable EVA Orthopedic Flat Sandals by BEMGNAR. Category: Shoes. Rated 4.0 stars. Shop: https://www.amazon.ae/dp/B0C3MRX41P,published,https://m.media-amazon.com/images/I/51GtSQTiWML._AC_UL320_.jpg,500,,,,,,,BEMGNAR,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HS8W1EBJBK6KESVYC260,TRUE,B0C3MRX41P,,Men’s Lightweight Comfort Slides Double Buckle Slip-on Adjustable EVA Orthopedic Flat Sandals,B0C3MRX41P,B0C3MRX41P,FALSE,TRUE,500,,,,,,,BEMGNAR,28.52,31.00,Variant,Default,https://m.media-amazon.com/images/I/51GtSQTiWML._AC_UL320_.jpg,
,women-s-slippers-non-slip-household-home-slippers-for-men-bath-couple-thick-sole-slippers-summer-simple-style-b0btyklwnx,"Women's Slippers Non-slip Household, Home Slippers for Men,Bath Couple Thick Sole Slippers, Summer Simple Style",AioTio,"Women's Slippers Non-slip Household, Home Slippers for Men,Bath Couple Thick Sole Slippers, Summer Simple Style by AioTio. Category: Shoes. Rated 3.8 stars. Shop: https://www.amazon.ae/dp/B0BTYKLWNX",published,https://m.media-amazon.com/images/I/51yIf32iv0L._AC_UL320_.jpg,500,,,,,,,AioTio,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HS2REMHM5KR1Q75DFH0Z,TRUE,B0BTYKLWNX,,"Women's Slippers Non-slip Household, Home Slippers for Men,Bath Couple Thick Sole Slippers, Summer Simple Style",B0BTYKLWNX,B0BTYKLWNX,FALSE,TRUE,500,,,,,,,AioTio,29.43,31.99,Variant,Default,https://m.media-amazon.com/images/I/51yIf32iv0L._AC_UL320_.jpg,
,purecat-sandal-for-unisex-b011v51lsw,Purecat Sandal For Unisex,PUMA,Purecat Sandal For Unisex by PUMA. Category: Shoes. Rated 3.9 stars. Shop: https://www.amazon.ae/dp/B011V51LSW,published,https://m.media-amazon.com/images/I/41yjsNb0X4L._AC_UL320_.jpg,500,,,,,,,PUMA,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HFQC395C64ZWHBEYT03B,TRUE,B011V51LSW,,Purecat Sandal For Unisex,B011V51LSW,B011V51LSW,FALSE,TRUE,500,,,,,,,PUMA,36.95,40.16,Variant,Default,https://m.media-amazon.com/images/I/41yjsNb0X4L._AC_UL320_.jpg,
,530-unisex-adult-sneaker-b088wykglk,530 unisex-adult Sneaker,New Balance,530 unisex-adult Sneaker by New Balance. Category: Shoes. Rated 4.5 stars. Shop: https://www.amazon.ae/dp/B088WYKGLK,published,https://m.media-amazon.com/images/I/71jFMMjGM4L._AC_UL320_.jpg,500,,,,,,,New Balance,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HQGM29VFYYPWCK8GK71B,TRUE,B088WYKGLK,,530 unisex-adult Sneaker,B088WYKGLK,B088WYKGLK,FALSE,TRUE,500,,,,,,,New Balance,284.28,309.00,Variant,Default,https://m.media-amazon.com/images/I/71jFMMjGM4L._AC_UL320_.jpg,
,unisex-adult-10001-1ft-classic-clog-b09nmcfg3p,Unisex Adult 10001-1Ft Classic Clog,Crocs,Unisex Adult 10001-1Ft Classic Clog by Crocs. Category: Shoes. Rated 4.7 stars. Shop: https://www.amazon.ae/dp/B09NMCFG3P,published,https://m.media-amazon.com/images/I/71qiNR8wVOL._AC_UL320_.jpg,500,,,,,,,Crocs,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HPM168HMJX6X79SK2V0P,TRUE,B09NMCFG3P,,Unisex Adult 10001-1Ft Classic Clog,B09NMCFG3P,B09NMCFG3P,FALSE,TRUE,500,,,,,,,Crocs,113.64,123.52,Variant,Default,https://m.media-amazon.com/images/I/71qiNR8wVOL._AC_UL320_.jpg,
,530-unisex-adult-sneaker-b0btwt5m89,530 unisex-adult Sneaker,New Balance,530 unisex-adult Sneaker by New Balance. Category: Shoes. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B0BTWT5M89,published,https://m.media-amazon.com/images/I/51bWAdaQJOL._AC_UL320_.jpg,500,,,,,,,New Balance,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HQGM29VFYYPWCK8GK71B,TRUE,B0BTWT5M89,,530 unisex-adult Sneaker,B0BTWT5M89,B0BTWT5M89,FALSE,TRUE,500,,,,,,,New Balance,306.32,332.96,Variant,Default,https://m.media-amazon.com/images/I/51bWAdaQJOL._AC_UL320_.jpg,
,water-shoes-men-women-quick-dry-aqua-beach-shoes-sock-barefoot-for-beach-swim-river-pool-lake-hiking-outdoor-gear-b0d9rxxv67,Water Shoes Men Women Quick-Dry Aqua Beach Shoes Sock Barefoot for Beach Swim River Pool Lake Hiking Outdoor Gear,HommyFine,Water Shoes Men Women Quick-Dry Aqua Beach Shoes Sock Barefoot for Beach Swim River Pool Lake Hiking Outdoor Gear by HommyFine. Category: Shoes. Rated 4.8 stars. Shop: https://www.amazon.ae/dp/B0D9RXXV67,published,https://m.media-amazon.com/images/I/71Wt0NMzBXL._AC_UL320_.jpg,500,,,,,,,HommyFine,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HSASE8PJMKM20GGPJ104,TRUE,B0D9RXXV67,,Water Shoes Men Women Quick-Dry Aqua Beach Shoes Sock Barefoot for Beach Swim River Pool Lake Hiking Outdoor Gear,B0D9RXXV67,B0D9RXXV67,FALSE,TRUE,500,,,,,,,HommyFine,74.51,80.99,Variant,Default,https://m.media-amazon.com/images/I/71Wt0NMzBXL._AC_UL320_.jpg,
,whiddon-cap-mens-oxford-b083fr61m8,Whiddon Cap Mens Oxford,Clarks,Whiddon Cap Mens Oxford by Clarks. Category: Shoes. Rated 4.3 stars. Shop: https://www.amazon.ae/dp/B083FR61M8,published,https://m.media-amazon.com/images/I/71ep0U9c+VL._AC_UL320_.jpg,500,,,,,,,Clarks,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HSCNBWNF5XKB91CP0YXP,TRUE,B083FR61M8,,Whiddon Cap Mens Oxford,B083FR61M8,B083FR61M8,FALSE,TRUE,500,,,,,,,Clarks,270.12,293.61,Variant,Default,https://m.media-amazon.com/images/I/71ep0U9c+VL._AC_UL320_.jpg,
,cloud-feel-women-s-bathroom-pink-slippers-size-37-38-b0djrmjjb2,"Cloud Feel Women's Bathroom Pink Slippers, Size 37-38",MINISO,"Cloud Feel Women's Bathroom Pink Slippers, Size 37-38 by MINISO. Category: Shoes. Rated 4.1 stars. Shop: https://www.amazon.ae/dp/B0DJRMJJB",published,https://m.media-amazon.com/images/I/51etL8A2avL._AC_UL320_.jpg,500,,,,,,,MINISO,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HSEH0743JKX2W6AF26X9,TRUE,B0DJRMJJB2,,"Cloud Feel Women's Bathroom Pink Slippers, Size 37-38",B0DJRMJJB2,B0DJRMJJB2,FALSE,TRUE,500,,,,,,,MINISO,9.66,10.50,Variant,Default,https://m.media-amazon.com/images/I/51etL8A2avL._AC_UL320_.jpg,
,vultrun-m-mens-running-shoes-b0bsnjpp79,VultRun M mens Running Shoes,adidas,VultRun M mens Running Shoes by adidas. Category: Shoes. Rated 4.0 stars. Shop: https://www.amazon.ae/dp/B0BSNJPP79,published,https://m.media-amazon.com/images/I/81-vh8W8VPL._AC_UL320_.jpg,500,,,,,,,adidas,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HEVEYTDX8GM0ND0V5ZMQ,TRUE,B0BSNJPP79,,VultRun M mens Running Shoes,B0BSNJPP79,B0BSNJPP79,FALSE,TRUE,500,,,,,,,adidas,105.42,114.59,Variant,Default,https://m.media-amazon.com/images/I/81-vh8W8VPL._AC_UL320_.jpg,
,women-s-ooahh-slide-athletic-sandals-b00brc4lle,Women's Ooahh Slide Athletic Sandals,OOFOS,Women's Ooahh Slide Athletic Sandals by OOFOS. Category: Shoes. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B00BRC4LLE,published,https://m.media-amazon.com/images/I/51NSD3PLF-L._AC_UL320_.jpg,500,,,,,,,OOFOS,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HSGHZ83K7A50WN0TBMDF,TRUE,B00BRC4LLE,,Women's Ooahh Slide Athletic Sandals,B00BRC4LLE,B00BRC4LLE,FALSE,TRUE,500,,,,,,,OOFOS,202.34,219.93,Variant,Default,https://m.media-amazon.com/images/I/51NSD3PLF-L._AC_UL320_.jpg,
,men-s-surf-flip-flops-quick-dry-beach-sandals-with-non-slip-sole-lightweight-comfortable-sandals-for-pool-summer-brown-beige-abstract-b0dxkbfqxj,"Men's Surf Flip Flops - Quick-Dry Beach Sandals with Non-Slip Sole | Lightweight Comfortable Sandals for Pool, Summer (Brown/Beige Abstract)",SFN,"Men's Surf Flip Flops - Quick-Dry Beach Sandals with Non-Slip Sole | Lightweight Comfortable Sandals for Pool, Summer (Brown/Beige Abstract) by SFN. Category: Shoes. Rated 5.0 stars. Shop: https://www.amazon.ae/dp/B0DXKBFQXJ",published,https://m.media-amazon.com/images/I/71NiQZtDWEL._AC_UL320_.jpg,500,,,,,,,SFN,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HSJCGF418RBD9BPJHQ9B,TRUE,B0DXKBFQXJ,,"Men's Surf Flip Flops - Quick-Dry Beach Sandals with Non-Slip Sole | Lightweight Comfortable Sandals for Pool, Summer (Brown/Beige Abstract)",B0DXKBFQXJ,B0DXKBFQXJ,FALSE,TRUE,500,,,,,,,SFN,16.48,17.91,Variant,Default,https://m.media-amazon.com/images/I/71NiQZtDWEL._AC_UL320_.jpg,
,runfalcon-5-running-mens-shoes-b0cks14zxw,Runfalcon 5 Running mens Shoes,adidas,Runfalcon 5 Running mens Shoes by adidas. Category: Shoes. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B0CKS14ZXW,published,https://m.media-amazon.com/images/I/61c8UaTJHYL._AC_UL320_.jpg,500,,,,,,,adidas,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HEVEYTDX8GM0ND0V5ZMQ,TRUE,B0CKS14ZXW,,Runfalcon 5 Running mens Shoes,B0CKS14ZXW,B0CKS14ZXW,FALSE,TRUE,500,,,,,,,adidas,152.72,166.00,Variant,Default,https://m.media-amazon.com/images/I/61c8UaTJHYL._AC_UL320_.jpg,
,madrid-bf-unisex-adult-fashion-sandals-b000kbmhvy,Madrid BF unisex-adult Fashion Sandals,Birkenstock,Madrid BF unisex-adult Fashion Sandals by Birkenstock. Category: Shoes. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B000KBMHVY,published,https://m.media-amazon.com/images/I/61jnawB862L._AC_UL320_.jpg,500,,,,,,,Birkenstock,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HSM8BGKDS7XR2CWEKPY0,TRUE,B000KBMHVY,,Madrid BF unisex-adult Fashion Sandals,B000KBMHVY,B000KBMHVY,FALSE,TRUE,500,,,,,,,Birkenstock,163.76,178.00,Variant,Default,https://m.media-amazon.com/images/I/61jnawB862L._AC_UL320_.jpg,
,go-walk-max-clinched-athletic-mesh-double-gore-slip-on-walking-shoe-mens-walking-shoe-b07yqnqj73,Go Walk Max Clinched - Athletic Mesh Double Gore Slip on Walking Shoe mens Walking Shoe,Skechers,Go Walk Max Clinched - Athletic Mesh Double Gore Slip on Walking Shoe mens Walking Shoe by Skechers. Category: Shoes. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B07YQNQJ73,published,https://m.media-amazon.com/images/I/71-CR5WR0eL._AC_UL320_.jpg,500,,,,,,,Skechers,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HFK9F77AJQZR0J16K004,TRUE,B07YQNQJ73,,Go Walk Max Clinched - Athletic Mesh Double Gore Slip on Walking Shoe mens Walking Shoe,B07YQNQJ73,B07YQNQJ73,FALSE,TRUE,500,,,,,,,Skechers,143.00,155.44,Variant,Default,https://m.media-amazon.com/images/I/71-CR5WR0eL._AC_UL320_.jpg,
,track-broader-mens-shoes-b0c339dbnz,TRACK BROADER mens Shoes,Skechers,TRACK BROADER mens Shoes by Skechers. Category: Shoes. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B0C339DBNZ,published,https://m.media-amazon.com/images/I/419pD4ZrZmL._AC_UL320_.jpg,500,,,,,,,Skechers,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HFK9F77AJQZR0J16K004,TRUE,B0C339DBNZ,,TRACK BROADER mens Shoes,B0C339DBNZ,B0C339DBNZ,FALSE,TRUE,500,,,,,,,Skechers,191.97,208.66,Variant,Default,https://m.media-amazon.com/images/I/419pD4ZrZmL._AC_UL320_.jpg,
,530-unisex-adult-sneaker-b0b3ggpvzz,530 unisex-adult Sneaker,New Balance,530 unisex-adult Sneaker by New Balance. Category: Shoes. Rated 4.2 stars. Shop: https://www.amazon.ae/dp/B0B3GGPVZZ,published,https://m.media-amazon.com/images/I/71bTAlvxlSL._AC_UL320_.jpg,500,,,,,,,New Balance,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HQGM29VFYYPWCK8GK71B,TRUE,B0B3GGPVZZ,,530 unisex-adult Sneaker,B0B3GGPVZZ,B0B3GGPVZZ,FALSE,TRUE,500,,,,,,,New Balance,335.14,364.28,Variant,Default,https://m.media-amazon.com/images/I/71bTAlvxlSL._AC_UL320_.jpg,
,downshifter-13-mens-laced-shoes-b0cskmzz1l,Downshifter 13 mens LACED SHOES,Nike,Downshifter 13 mens LACED SHOES by Nike. Category: Shoes. Rated 4.2 stars. Shop: https://www.amazon.ae/dp/B0CSKMZZ1L,published,https://m.media-amazon.com/images/I/61gMJLj++6L._AC_UL320_.jpg,500,,,,,,,Nike,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HEZEPR0EFNQW1495TTRH,TRUE,B0CSKMZZ1L,,Downshifter 13 mens LACED SHOES,B0CSKMZZ1L,B0CSKMZZ1L,FALSE,TRUE,500,,,,,,,Nike,203.32,221.00,Variant,Default,https://m.media-amazon.com/images/I/61gMJLj++6L._AC_UL320_.jpg,
,galaxy-6-m-mens-shoes-b09n3n5c18,Galaxy 6 M mens Shoes,adidas,Galaxy 6 M mens Shoes by adidas. Category: Shoes. Rated 4.2 stars. Shop: https://www.amazon.ae/dp/B09N3N5C18,published,https://m.media-amazon.com/images/I/41shxhOIe6L._AC_UL320_.jpg,500,,,,,,,adidas,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HEVEYTDX8GM0ND0V5ZMQ,TRUE,B09N3N5C18,,Galaxy 6 M mens Shoes,B09N3N5C18,B09N3N5C18,FALSE,TRUE,500,,,,,,,adidas,128.80,140.00,Variant,Default,https://m.media-amazon.com/images/I/41shxhOIe6L._AC_UL320_.jpg,
,fabric-slippers-indoor-and-outdoor-slippers-non-slip-four-seasons-soft-bottom-slippers-couple-slippers-men-and-women-slippers-b0c4l97f57,"Fabric Slippers Indoor and Outdoor Slippers, Non-Slip Four Seasons Soft Bottom Slippers, Couple Slippers Men and Women Slippers",AioTio,"Fabric Slippers Indoor and Outdoor Slippers, Non-Slip Four Seasons Soft Bottom Slippers, Couple Slippers Men and Women Slippers by AioTio. Category: Shoes. Rated 4.5 stars. Shop: https://www.amazon.ae/dp/B0C4L97F57",published,https://m.media-amazon.com/images/I/61EAdBjcRxL._AC_UL320_.jpg,500,,,,,,,AioTio,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HS2REMHM5KR1Q75DFH0Z,TRUE,B0C4L97F57,,"Fabric Slippers Indoor and Outdoor Slippers, Non-Slip Four Seasons Soft Bottom Slippers, Couple Slippers Men and Women Slippers",B0C4L97F57,B0C4L97F57,FALSE,TRUE,500,,,,,,,AioTio,32.19,34.99,Variant,Default,https://m.media-amazon.com/images/I/61EAdBjcRxL._AC_UL320_.jpg,
,bistro-pro-literide-clog-unisex-adult-clogs-b07cmznwdx,Bistro Pro LiteRide Clog unisex-adult Clogs,Crocs,Bistro Pro LiteRide Clog unisex-adult Clogs by Crocs. Category: Shoes. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B07CMZNWDX,published,https://m.media-amazon.com/images/I/618oshc1F4L._AC_UL320_.jpg,500,,,,,,,Crocs,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HPM168HMJX6X79SK2V0P,TRUE,B07CMZNWDX,,Bistro Pro LiteRide Clog unisex-adult Clogs,B07CMZNWDX,B07CMZNWDX,FALSE,TRUE,500,,,,,,,Crocs,137.08,149.00,Variant,Default,https://m.media-amazon.com/images/I/618oshc1F4L._AC_UL320_.jpg,
,arizona-bf-womens-fashion-sandals-b000msytu2,Arizona BF womens Fashion Sandals,Birkenstock,Arizona BF womens Fashion Sandals by Birkenstock. Category: Shoes. Rated 4.5 stars. Shop: https://www.amazon.ae/dp/B000MSYTU,published,https://m.media-amazon.com/images/I/61iBWYEsxuL._AC_UL320_.jpg,500,,,,,,,Birkenstock,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HSM8BGKDS7XR2CWEKPY0,TRUE,B000MSYTU2,,Arizona BF womens Fashion Sandals,B000MSYTU2,B000MSYTU2,FALSE,TRUE,500,,,,,,,Birkenstock,197.80,215.00,Variant,Default,https://m.media-amazon.com/images/I/61iBWYEsxuL._AC_UL320_.jpg,
,disperse-xt-4-unisex-adult-training-b0d1yljks2,Disperse XT 4 unisex-adult Training,PUMA,Disperse XT 4 unisex-adult Training by PUMA. Category: Shoes. Rated 4.5 stars. Shop: https://www.amazon.ae/dp/B0D1YLJKS,published,https://m.media-amazon.com/images/I/71zsbeK7o-L._AC_UL320_.jpg,500,,,,,,,PUMA,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HFQC395C64ZWHBEYT03B,TRUE,B0D1YLJKS2,,Disperse XT 4 unisex-adult Training,B0D1YLJKS2,B0D1YLJKS2,FALSE,TRUE,500,,,,,,,PUMA,138.01,150.01,Variant,Default,https://m.media-amazon.com/images/I/71zsbeK7o-L._AC_UL320_.jpg,
